QueryText,Sector
INFORMATION REGARDING FOR THE FERTILIZER DOSE AT THE TIME OF SOWING OF GREEN GRAM(MOONGI) CROP?,AGRICULTURE
information regarding to new varieties of basmati rice,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE
problem of weeds in sugarcane?,AGRICULTURE
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE
infromation regarding weather?,AGRICULTURE
INFORMATION REGARDING THE SOWING TIME OF RICE IN PUNJAB.?,AGRICULTURE
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE
problem of caterpillar in popular?,HORTICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE
information regarding to contrrol of bihar hairy catterpiller in mungbean,AGRICULTURE
control of catterpillar?,HORTICULTURE
WEATHER OF AMRITSAR?,AGRICULTURE
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE
INFORMATION REGARDING CONTROL OF FRUIT BORER?,HORTICULTURE
information regarding to suitable varieties of pegion pea,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN OKRA(BHINDI) CROP?,HORTICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
information regarding to fertilizer application  after transplanting rice,AGRICULTURE
information regarding to suitable varieties of rice,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
INFORMATION REGARDING TO NERSARY SOWING?,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
information regarding to seed rate of rice for nursery raising,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF EARLY SHOOT BORER IN SUGARCANE CROP?,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
Information regarding the mid season variety of couliflower.?,HORTICULTURE
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
information regarding to seed rate of rice for direct seeded rice,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
control of  droping flower?,HORTICULTURE
INFORMATION REGARDING NEW VARIETIES OF BASMATI RICE?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF TOBBACO CATTERPILLER ATTACK AT DHAINCHA(JANTAR) CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE
&#2616;&#2613;&#2622;&#2610;-&#2589;&#2635;&#2600;&#2631; &#2598;&#2624; &#2569;&#2600;&#2596; &#2581;&#2623;&#2616;&#2606;&#2622;&#2562; &#2604;&#2622;&#2608;&#2631; &#2588;&#2622;&#2595;&#2581;&#2622;&#2608;&#2624; ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
information regarding to control of maize borer in maize,AGRICULTURE
information regarding to suitable varieties of rice,AGRICULTURE
IF THERE ARE ANY CHANCES OF RAINFALL  IN UPCOMING DAYS. .?,AGRICULTURE
information regarding to seed rate  fodder maize,AGRICULTURE
information regarding to seed treatment in  rice,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
information regarding to suitable varieties of summer mungbean,AGRICULTURE
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE
information regarding to seed rate of kharif  maize,AGRICULTURE
problem of sedges weeds in sugarcane?,AGRICULTURE
information regarding sowing time of bhindi?,HORTICULTURE
INFORMATION REGARDING FOR THE SOWING TIME OF SQUASH MELON(TINDA)?,HORTICULTURE
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING TO CONTROLL OF BORER IN FODDER CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE
information regarding to control of jassid in cucumber,HORTICULTURE
INFORMATION REGARDING FOR THE SUITABLE SEED RATE OF PADDY(JHONA) PER ACRE?,AGRICULTURE
SOWING TIME OF NURSERY IN PADDY?,AGRICULTURE
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE
INFORMATION REGARDING FOR THE SOWING TIME OF BLACK GRAM(MAH)?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
what is the date of transplanting of rice?,AGRICULTURE
WHAT ARE THE NEW VARIETIES OF RICE?,AGRICULTURE
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUGARCANE ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
seed rate of cotton?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE
INFORAMTION REGARDING  FOR THE SEED RATE OF GREEN GRAM(MOONGI) PER ACRE?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE SOWING TIME OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUGARCANE ?,AGRICULTURE
information regarding fertilizer dose in sugarcane ?,AGRICULTURE
information regarding to seed treatment in  rice,AGRICULTURE
information regarding to seed rate of rice for nursery raising,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
information regarding to suitable varieties of rice,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE
information regarding to weed control in nursery of rice,AGRICULTURE
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUGARCANE ?,AGRICULTURE
row to row distance in arum,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN SUGARCANE  CROP?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF YELLOW RUST DISEASE IN WHEAT CROP?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER,AGRICULTURE
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF CATERPILAR IN TOMATO ?,HORTICULTURE
INFORMATION REGARDING FOR WEATHER,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER,AGRICULTURE
INFORMATION REGARDING fruit droping?,HORTICULTURE
information regarding about wether of amritsar?,AGRICULTURE
information regarding about wether of amritsar?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING  FOR THE WEATHER ?,AGRICULTURE
INFORMATION REGARDING  FOR THE WEATHER ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE
Information regarding weather of Amritsar?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN MAIZE?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
fruit drop control in citrus,HORTICULTURE
HOW TO CONTROL FLOWER DROPING IN CITRUS PLANT ?,HORTICULTURE
Information regarding weather of Amritsar?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
flower drop in citrus and leaf curl disease in citrus,HORTICULTURE
INFORMATION REGARDING CONTROL OF YELLOW RUST IN WHEAT?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDIITON?,AGRICULTURE
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE
INFORMATION REGARDING IMPROVED VARIETIES OF SUMMER MOONG ?,AGRICULTURE
Information regarding how to control Caterpilars in Barseem?,AGRICULTURE
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE
information regarding control of aphid in chilies?,HORTICULTURE
information regarding control of aphid in wheat crop?,AGRICULTURE
information regarding leaf curl in grape?,HORTICULTURE
information regarding about wether of amritsar?,AGRICULTURE
information regarding weather of amritsar?,AGRICULTURE
information regarding weather of amritsar?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE
INFORMATION REGARDING CHANCE OF RAINFALL ?,AGRICULTURE
information regarding about new variety of paddy ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING DOSE OF UREA IN TOMATO?,HORTICULTURE
weather of Amritsar ?,AGRICULTURE
information regarding control fungal diseases in tomato ?,HORTICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SORGHUM(JWAR)?,AGRICULTURE
Information regarding varieties of Guara?,AGRICULTURE
INFORMATION REGARDING IMPROVED VARIETIES OF MAIZE ?,AGRICULTURE
Regarding varieties of paddy?,AGRICULTURE
information regarding weather ?,AGRICULTURE
Information regarding how to control fungal disease in Grape?,HORTICULTURE
HOW TO CONTROL FLOWER DROPING IN CITRUS CROP ?,HORTICULTURE
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE
INFORMATION REGARDING late blight in tomato?,HORTICULTURE
CONTACT NO. FOR DAIRY FARMING ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE SEED RATE OF moong?,AGRICULTURE
HOW TO CONTROL DEFOLIATING  BEETLES IN GRAPE ?,HORTICULTURE
VARIETY OF PADDY ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF SHOOT BORER IN MAIZE CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITION ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF YELLOW RUST DISEASE IN WHEAT CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE
Information regarding varieties of Paddy?,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF FUNGUS IN BERSEEM ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE
Information regarding weather of Amritsar?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF CATERPILAR IN BERSEEM ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR THE AVERAGE YIELD OF PUSA BASMATI 1509 ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE
which variety of sorghum we can grow,AGRICULTURE
information regarding weather of amritsar?,AGRICULTURE
Information regarding how to control Yellow Rust in wheat?,AGRICULTURE
information regarding weather?,AGRICULTURE
Information regarding how to control Yellow Vein Mosaic Virus in Bhindi?,HORTICULTURE
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF CATERPILAR IN TOMATO ?,HORTICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE
INFORMATION REGARDING FOR THE FERTILIZER DOSE AT THE TIME OF SOWING OF MAIZE CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE
HOW TO CONTROL LEAF CURL IN TOMATO CROP ?,HORTICULTURE
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE
CONTROL OF PURPLE BLOTCH IN ONION?,HORTICULTURE
INFORMATION REGARDING PAU?,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF STEM ROT IN BERSEEM ?,AGRICULTURE
WHAT IS UREA REQUIREMENT OF PEACH TREE OF AGE 7-9 YEARS?,HORTICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDIITON?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE
Information regarding weather of Amritsar?,AGRICULTURE
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE
Information regarding how to control Gram Caterpillras in Barseem?,AGRICULTURE
information regarding stopping fruit dropping in citrus plants ?,HORTICULTURE
INFORMATION REGARDING THE CONTROL OF CATTERPILLAR IN BARSEEM IN BARSEEM?,AGRICULTURE
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING CONTROL OF APHID IN WHEAT?,AGRICULTURE
Information regarding weather of Amritsar?,AGRICULTURE
INFORMATION REGARDING CATERPILLAR IN BERSEEM ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF APHIDS IN WHEAT CROP?,AGRICULTURE
INFORMATION REGARDING VARIETY OF PADDY ?,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF BLIGHT IN CITRUS ?,HORTICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF OKRA(BHINDI)?,HORTICULTURE
INFORMATION REGARDING VARIETIES OF JHONA?,AGRICULTURE
information regarding collect the changi kheti?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF ARMYWORM IN WHEAT CROP?,AGRICULTURE
INFORMATION REGARDING IMPROVED VARIETIES OF BASMATI RICE ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF ARMY WORM ATTACK ON SPRING MAIZE(BAHAR RUT DI MAKKI) CROP?,AGRICULTURE
information regarding weather of amritsar?,AGRICULTURE
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE
Information regarding varieties of Lemon?,HORTICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
Information regarding weather of Amritsar?,AGRICULTURE
information regarding weather ?,AGRICULTURE
Information regarding for wather ?,AGRICULTURE
INFORMATION REGARDING CONTROL OF FLOWER DROP IN CHEK PEA?,AGRICULTURE
INFORMATION REGARDING FOR THE IRRIGATION ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
information regarding weather ?,AGRICULTURE
Information regarding weather of Amritsar?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE
Information regarding weather of Amritsar?,AGRICULTURE
INFORMATION REGARDING RED BITTLE IN SQUASH MELON ?,HORTICULTURE
Information regarding weather of Amritsar?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE
information regarding little leaf in brijal?,HORTICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF JASSID ATTACK IN OKRA(BHINDI)?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF TERMITE IN WHEAT ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF FUNGUS IN CHAPPAN KADDU ?,HORTICULTURE
information regarding sowing time of Ginger?,HORTICULTURE
Information regarding for tomato plant protection ?,HORTICULTURE
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN OKRA(BHINDI) CROP?,HORTICULTURE
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN SUGARCANE  CROP?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF YELLOW RUST DISEASE IN WHEAT CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF FUNGUS IN CHILLIES ?,HORTICULTURE
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LATE BLIGHT DISEASE IN TOMATO CROP?,HORTICULTURE
INFORMATION REGARDING SOWING TIME OF GINGER ?,HORTICULTURE
weather for today?,AGRICULTURE
information regarding dhaincha?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF GRAPEVINES THRIPS IN GRAPES ?,HORTICULTURE
INFORMATION REGARDING FOR THE CONTROL OF DAMPING OFF DISEASE IN OKRA(BHINDI) CROP?,HORTICULTURE
weather for today?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE
Information regarding for moong varity ?,AGRICULTURE
informasion regarding of bilt of barseem ?,AGRICULTURE
information regarding weather ?,AGRICULTURE
Information regarding sowing time of Ginger?,HORTICULTURE
INFORMATION REGARDING FOR THE CONTROL OF ZINC DEFICIENCY IN GUAVA ?,HORTICULTURE
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE
Information regarding how to control Yellow Vein Mosaic Virus in Bhindi?,HORTICULTURE
INFORMATION REGARDING FOR THE SEED RATE OF MAIZE?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF FUNGUS IN BERSEEM ?,AGRICULTURE
INFORMATION REGARDING FOR THE STOP OF YELLOWING IN WHEAT CROP?,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF APHIDS IN WHEAT CROP?,AGRICULTURE
INFORMATION REGARDING CONTROL OF BLIGHT IN BARSEAM?,AGRICULTURE
caterpillar control in maize,AGRICULTURE
INFORMATION REGARDING CONTROL OF BLIGHT IN BARSEAM?,AGRICULTURE
THE SUITABLE SOWING TIME OF PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF STEM ROT IN BERSEEM ?,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF FUNGUS IN GRAPES?,HORTICULTURE
weed control in okra?,HORTICULTURE
INFORMATION REGARDING FOR THE CONTROL OF APHIDS IN WHEAT CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE
INFOMATION REGARDING CONTROL OF WEED IN MAIZE?,AGRICULTURE
information regarding weather of amritsar?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF ARMYWORM IN WHEAT CROP?,AGRICULTURE
information regarding sugarcana?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF APHIDS IN WHEAT CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF BIHAR HAIRY CATERPILLAR & GRAM CATERPILLAR IN BARSEEM CROP?,AGRICULTURE
INFORMATION REGARDING CONTROL OF CATERPILLAR IN BARSEAM?,AGRICULTURE
INFORMATION REGARDING CONTROL OF STEM BORER IN SUGARCANE?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE
INFORMATION REGARDING FOR CONTROL OF FRUIT BORER IN TOMATO ?,HORTICULTURE
INFORMATION REGARDING TO WEATHER?,AGRICULTURE
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SORGHUM(JWAR)?,AGRICULTURE
Information regarding varieties of Moong?,AGRICULTURE
CONTROL OF EARLY BLIGHT IN TOMATO?,HORTICULTURE
INFROMATION REGARDING FOR LEAF CURL IN OKRA ?,HORTICULTURE
