QueryText,Sector,aug_method
information regarding to suitable varieties of rice,AGRICULTURE,original
INFORMATION REGARDING WEED CONTROL OF SURARCANE ?,AGRICULTURE,original
WEATHER INFORMATION?,AGRICULTURE,original
transplanting time of paddy nursery?,AGRICULTURE,original
information regarding to suitable varieties of rice,AGRICULTURE,original
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE,original
ROTTING OF SUGARCANE DUE TO CATERPILLAR?,AGRICULTURE,original
information regarding to suitable varieties of turmeric,HORTICULTURE,original
new varieties of basmati rice?,AGRICULTURE,original
information regarding to suitable varieties of rice,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
what should be done to get high yield in bhindi?,HORTICULTURE,original
problem of phillipine downy mildew in maize?,AGRICULTURE,original
information regarding to spacing in turmeric,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE,original
information regarding to control of stem borer in sugarcane,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding to suitable varieties of rice,AGRICULTURE,original
INFORMATION REGARDING FOR THE FERTILIZER DOSE AT THE TIME OF SOWING OF GREEN GRAM(MOONGI) CROP?,AGRICULTURE,original
information regarding to new varieties of basmati rice,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
problem of weeds in sugarcane?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
infromation regarding weather?,AGRICULTURE,original
INFORMATION REGARDING THE SOWING TIME OF RICE IN PUNJAB.?,AGRICULTURE,original
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE,original
problem of caterpillar in popular?,HORTICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE,original
information regarding to contrrol of bihar hairy catterpiller in mungbean,AGRICULTURE,original
control of catterpillar?,HORTICULTURE,original
WEATHER OF AMRITSAR?,AGRICULTURE,original
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE,original
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF FRUIT BORER?,HORTICULTURE,original
information regarding to suitable varieties of pegion pea,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN OKRA(BHINDI) CROP?,HORTICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
information regarding to fertilizer application  after transplanting rice,AGRICULTURE,original
information regarding to suitable varieties of rice,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
INFORMATION REGARDING TO NERSARY SOWING?,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
information regarding to seed rate of rice for nursery raising,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF EARLY SHOOT BORER IN SUGARCANE CROP?,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
Information regarding the mid season variety of couliflower.?,HORTICULTURE,original
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
information regarding to seed rate of rice for direct seeded rice,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
control of  droping flower?,HORTICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF BASMATI RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF TOBBACO CATTERPILLER ATTACK AT DHAINCHA(JANTAR) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
&#2616;&#2613;&#2622;&#2610;-&#2589;&#2635;&#2600;&#2631; &#2598;&#2624; &#2569;&#2600;&#2596; &#2581;&#2623;&#2616;&#2606;&#2622;&#2562; &#2604;&#2622;&#2608;&#2631; &#2588;&#2622;&#2595;&#2581;&#2622;&#2608;&#2624; ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
information regarding to control of maize borer in maize,AGRICULTURE,original
information regarding to suitable varieties of rice,AGRICULTURE,original
IF THERE ARE ANY CHANCES OF RAINFALL  IN UPCOMING DAYS. .?,AGRICULTURE,original
information regarding to seed rate  fodder maize,AGRICULTURE,original
information regarding to seed treatment in  rice,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
information regarding to suitable varieties of summer mungbean,AGRICULTURE,original
INFORMATION REGARDING NEW VARIETIES OF RICE?,AGRICULTURE,original
information regarding to seed rate of kharif  maize,AGRICULTURE,original
problem of sedges weeds in sugarcane?,AGRICULTURE,original
information regarding sowing time of bhindi?,HORTICULTURE,original
INFORMATION REGARDING FOR THE SOWING TIME OF SQUASH MELON(TINDA)?,HORTICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING TO CONTROLL OF BORER IN FODDER CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
information regarding to control of jassid in cucumber,HORTICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE SEED RATE OF PADDY(JHONA) PER ACRE?,AGRICULTURE,original
SOWING TIME OF NURSERY IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SOWING TIME OF BLACK GRAM(MAH)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
what is the date of transplanting of rice?,AGRICULTURE,original
WHAT ARE THE NEW VARIETIES OF RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUGARCANE ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
seed rate of cotton?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE,original
INFORAMTION REGARDING  FOR THE SEED RATE OF GREEN GRAM(MOONGI) PER ACRE?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE SOWING TIME OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUGARCANE ?,AGRICULTURE,original
information regarding fertilizer dose in sugarcane ?,AGRICULTURE,original
information regarding to seed treatment in  rice,AGRICULTURE,original
information regarding to seed rate of rice for nursery raising,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
information regarding to suitable varieties of rice,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE,original
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING VARIETIES OF RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF COTTON(NARMA)?,AGRICULTURE,original
information regarding to weed control in nursery of rice,AGRICULTURE,original
INFORMATION REGARDING LATEST VARIETIES OF RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SUGARCANE ?,AGRICULTURE,original
row to row distance in arum,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN SUGARCANE  CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF YELLOW RUST DISEASE IN WHEAT CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER,AGRICULTURE,original
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF CATERPILAR IN TOMATO ?,HORTICULTURE,original
INFORMATION REGARDING FOR WEATHER,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER,AGRICULTURE,original
INFORMATION REGARDING fruit droping?,HORTICULTURE,original
information regarding about wether of amritsar?,AGRICULTURE,original
information regarding about wether of amritsar?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
INFORMATION REGARDING  FOR THE WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING  FOR THE WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE,original
Information regarding weather of Amritsar?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN MAIZE?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
fruit drop control in citrus,HORTICULTURE,original
HOW TO CONTROL FLOWER DROPING IN CITRUS PLANT ?,HORTICULTURE,original
Information regarding weather of Amritsar?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
flower drop in citrus and leaf curl disease in citrus,HORTICULTURE,original
INFORMATION REGARDING CONTROL OF YELLOW RUST IN WHEAT?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDIITON?,AGRICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING IMPROVED VARIETIES OF SUMMER MOONG ?,AGRICULTURE,original
Information regarding how to control Caterpilars in Barseem?,AGRICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
information regarding control of aphid in chilies?,HORTICULTURE,original
information regarding control of aphid in wheat crop?,AGRICULTURE,original
information regarding leaf curl in grape?,HORTICULTURE,original
information regarding about wether of amritsar?,AGRICULTURE,original
information regarding weather of amritsar?,AGRICULTURE,original
information regarding weather of amritsar?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF MAIZE BORER ATTACK ON SUMMER MAIZE CROP?,AGRICULTURE,original
INFORMATION REGARDING CHANCE OF RAINFALL ?,AGRICULTURE,original
information regarding about new variety of paddy ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING DOSE OF UREA IN TOMATO?,HORTICULTURE,original
weather of Amritsar ?,AGRICULTURE,original
information regarding control fungal diseases in tomato ?,HORTICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SORGHUM(JWAR)?,AGRICULTURE,original
Information regarding varieties of Guara?,AGRICULTURE,original
INFORMATION REGARDING IMPROVED VARIETIES OF MAIZE ?,AGRICULTURE,original
Regarding varieties of paddy?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
Information regarding how to control fungal disease in Grape?,HORTICULTURE,original
HOW TO CONTROL FLOWER DROPING IN CITRUS CROP ?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE,original
INFORMATION REGARDING late blight in tomato?,HORTICULTURE,original
CONTACT NO. FOR DAIRY FARMING ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE SEED RATE OF moong?,AGRICULTURE,original
HOW TO CONTROL DEFOLIATING  BEETLES IN GRAPE ?,HORTICULTURE,original
VARIETY OF PADDY ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF SHOOT BORER IN MAIZE CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF YELLOW RUST DISEASE IN WHEAT CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE,original
Information regarding varieties of Paddy?,AGRICULTURE,original
INFORMATION REGARDING FOR CONTROL OF FUNGUS IN BERSEEM ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
Information regarding weather of Amritsar?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR CONTROL OF CATERPILAR IN BERSEEM ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE AVERAGE YIELD OF PUSA BASMATI 1509 ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE,original
which variety of sorghum we can grow,AGRICULTURE,original
information regarding weather of amritsar?,AGRICULTURE,original
Information regarding how to control Yellow Rust in wheat?,AGRICULTURE,original
information regarding weather?,AGRICULTURE,original
Information regarding how to control Yellow Vein Mosaic Virus in Bhindi?,HORTICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING FOR CONTROL OF CATERPILAR IN TOMATO ?,HORTICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE,original
INFORMATION REGARDING FOR THE FERTILIZER DOSE AT THE TIME OF SOWING OF MAIZE CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE,original
HOW TO CONTROL LEAF CURL IN TOMATO CROP ?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM CROP?,AGRICULTURE,original
CONTROL OF PURPLE BLOTCH IN ONION?,HORTICULTURE,original
INFORMATION REGARDING PAU?,AGRICULTURE,original
INFORMATION REGARDING FOR CONTROL OF STEM ROT IN BERSEEM ?,AGRICULTURE,original
WHAT IS UREA REQUIREMENT OF PEACH TREE OF AGE 7-9 YEARS?,HORTICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDIITON?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
Information regarding weather of Amritsar?,AGRICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
Information regarding how to control Gram Caterpillras in Barseem?,AGRICULTURE,original
information regarding stopping fruit dropping in citrus plants ?,HORTICULTURE,original
INFORMATION REGARDING THE CONTROL OF CATTERPILLAR IN BARSEEM IN BARSEEM?,AGRICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PADDY(JHONA) ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF APHID IN WHEAT?,AGRICULTURE,original
Information regarding weather of Amritsar?,AGRICULTURE,original
INFORMATION REGARDING CATERPILLAR IN BERSEEM ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF APHIDS IN WHEAT CROP?,AGRICULTURE,original
INFORMATION REGARDING VARIETY OF PADDY ?,AGRICULTURE,original
